CustomerID,Age,Gender,Call_Duration_Mins,Data_Usage_GB,Num_Complaints,Recharge_Frequency,Plan_Type,Customer_Service_Calls,Churn
CUST_025247,,Male,1086.0740216605327,16.93904741246373,2,4,prepaid,0,0
CUST_038131,24.0,Female,643.7483078451646,18.223576077226465,2,2,Prepaid,0,0
CUST_035732,42.0,Female,194.55803863282807,24.862008683226087,1,5,PREPAID,0,0
CUST_008786,43.0,M,635.4358860469057,30.447525119805825,1,4,PREPAID,1,0
CUST_020038,42.0,Male,385.84265646547146,0.0,0,6,postpaid,0,0
CUST_032551,32.0,M,19.684974314006407,11.057045837533934,0,5,prepaid,1,1
CUST_042764,25.0,male,375.2355287057795,11.888081347023615,0,2,Prepaid,3,1
CUST_049997,39.0,Female,986.3004997155023,11.528298715680606,2,0,Postpaid,1,0
CUST_016806,22.0,Female,101.86148219348384,13.341939586675549,2,4,postpaid,0,0
CUST_002135,34.0,Female,69.7434956894312,28.426514593663192,5,6,Prepaid,0,0
CUST_039479,,Male,633.1134364196362,22.89320566017482,0,6,Postpaid,2,0
CUST_031084,22.0,Female,976.8468350024931,7.588027375892407,1,6,Postpaid,0,0
CUST_004909,44.0,Male,244.90723828170877,0.0,0,1,Prepaid,0,1
CUST_020031,33.0,Female,120.54280052616876,0.0,2,2,PREPAID,1,0
CUST_035065,38.0,male,3.5184434309441572,20.52863702543744,0,2,Postpaid,1,1
CUST_036998,53.0,Female,392.4116138511786,34.09147004882199,1,1,prepaid,1,0
CUST_048657,77.0,Female,353.6532733332163,20.645958992991652,0,1,Prepaid,1,0
CUST_024598,70.0,Male,5.586827087585041,,2,4,Prepaid,1,0
CUST_015905,19.0,,91.4828196113637,9.794240072510116,2,3,PREPAID,1,0
CUST_001462,21.0,Female,546.1468538991988,16.824263669625708,1,2,POSTPAID,2,0
CUST_006254,44.0,Female,308.6810231567586,24.775099650208364,0,2,POSTPAID,0,0
CUST_030063,42.0,Female,495.33222620355843,19.138035046784168,0,4,Prepaid,0,0
CUST_042209,52.0,Female,36.824055430638495,29.442150075188145,1,1,POSTPAID,1,0
CUST_032498,45.0,Male,899.0004550904092,7.284542376401757,1,5,Postpaid,0,0
CUST_012242,41.0,F,240.386629930215,6.372350808574053,1,4,Prepaid,0,1
CUST_008701,63.0,Male,601.3078642630595,9.469568543892581,2,3,Postpaid,3,0
CUST_043192,76.0,Male,249.432392893936,7.876303884739794,2,4,Postpaid,1,0
CUST_028863,45.0,,214.09538319764468,20.214328188148187,2,2,Prepaid,0,1
CUST_007618,,Female,820.5973655955934,2.2930694553446145,0,2,Prepaid,0,0
CUST_003376,24.0,Male,4.04518473430188,16.26933246920077,1,4,Postpaid,2,0
CUST_014962,38.0,Male,241.54255596693395,9.071070027731253,1,1,PREPAID,1,0
CUST_045214,32.0,Female,185.20722136524674,17.06628795548004,1,3,postpaid,2,0
CUST_049280,52.0,Female,112.77977288994045,24.041930828970024,3,2,POSTPAID,1,0
CUST_002200,47.0,Female,20.46229604364417,,1,2,postpaid,0,1
CUST_000972,29.0,Male,101.76518744186414,18.975591651900498,1,4,prepaid,0,0
CUST_044827,39.0,Female,27.75681505995028,4.227421130952598,1,1,Prepaid,1,0
CUST_017703,59.0,Male,274.61552559833336,28.780759066126222,0,2,postpaid,0,0
CUST_002102,26.0,Male,109.73752494729713,25.41246685112112,2,3,Prepaid,1,0
CUST_017128,40.0,Female,1002.845818614368,23.10304742098583,5,2,postpaid,2,1
CUST_031797,48.0,Male,107.58404041693305,12.077059616931109,0,3,Prepaid,0,0
CUST_001638,46.0,Female,945.2575044802174,1.167010799891779,3,1,PREPAID,1,1
CUST_049578,38.0,Male,123.31751350052774,5.96794475904502,1,4,POSTPAID,0,0
CUST_003113,35.0,Male,114.95248666206072,7.415837382932589,3,3,Postpaid,2,0
CUST_034107,31.0,M,256.1560618588017,42.46029117995781,1,3,postpaid,3,0
CUST_030906,29.0,Male,194.22765572203468,24.016381490535657,1,25,Prepaid,0,0
CUST_040370,22.0,Female,35.917937830358646,0.0,1,2,Prepaid,1,0
CUST_018048,26.0,female,22.65058558479946,1.2194725454890936,1,0,Prepaid,1,0
CUST_017814,47.0,Female,30.094479640698264,7.528542501101124,4,6,Postpaid,1,0
CUST_026566,40.0,Male,361.90828603912155,0.0,2,3,PREPAID,0,1
CUST_009948,30.0,Male,569.7835965223701,25.728340848545468,4,3,POSTPAID,1,1
CUST_048408,18.0,Male,0.34009697825539703,30.76146341569961,1,0,postpaid,0,0
CUST_037081,60.0,Female,1033.1415402718585,31.43546659712315,2,5,prepaid,0,0
CUST_002078,58.0,Female,105.8154193834658,15.829869471153852,1,3,Postpaid,1,0
CUST_006549,45.0,Male,47.7970018831754,20.803194341976976,1,2,Postpaid,0,0
CUST_034956,30.0,Female,289.49531025303384,9.79231383882259,0,2,Postpaid,1,0
CUST_008147,49.0,female,86.75837294671628,34.962145242947145,0,2,Postpaid,2,0
CUST_041603,35.0,Male,442.4126696271142,19.3660694320434,1,5,Postpaid,1,0
CUST_037839,37.0,Male,788.4052262796031,19.565392483467978,2,3,Prepaid,0,0
CUST_014519,60.0,Male,57.83023721866358,15.020986714306572,0,4,Postpaid,0,0
CUST_047350,73.0,Female,92.95707611535607,21.08837781277404,2,22,Postpaid,0,0
CUST_021254,40.0,Male,488.1026493547452,9.369004300989241,1,1,Postpaid,0,0
CUST_011768,24.0,Male,548.1750242102686,7.315817121083233,2,3,Prepaid,1,0
CUST_028316,65.0,Female,230.85350150584912,0.0,3,2,PREPAID,1,0
CUST_000021,61.0,Female,636.5715379346227,14.151112367246963,0,2,POSTPAID,1,0
CUST_004699,41.0,Male,-97.93096137266869,16.30961292998818,0,3,Postpaid,2,0
CUST_000613,44.0,M,149.36138520177875,20.73091155070808,1,2,Postpaid,1,0
CUST_027793,48.0,Other,342.5499523211884,17.103130867643678,2,3,PREPAID,1,1
CUST_025915,31.0,M,184.42198847945284,20.02289239265518,0,1,Postpaid,1,0
CUST_034720,68.0,Female,815.0098710500058,16.934462047366523,1,8,Prepaid,4,0
CUST_009110,46.0,Male,21.541313300242106,16.613435958082555,0,3,Postpaid,0,0
CUST_008551,20.0,Male,166.67916437123637,5.698932783580094,1,4,Prepaid,1,0
CUST_031350,55.0,Male,385.2588297687896,13.378834621396356,2,4,Prepaid,1,0
CUST_015637,70.0,Male,755.2103035526022,7.136631038020534,2,4,POSTPAID,1,0
CUST_001023,39.0,M,106.32954388547022,22.915942576070623,2,3,Prepaid,1,1
CUST_032106,41.0,,70.30736838908437,14.374355472287574,2,3,prepaid,1,0
CUST_037002,46.0,Female,366.4411763355774,16.4003751342449,1,1,Prepaid,1,0
CUST_041768,36.0,female,198.507366280537,,6,1,Prepaid,1,0
CUST_000538,34.0,female,293.59277139881704,4.361310893537265,4,3,Postpaid,2,0
CUST_043184,18.0,Male,80.37477547414717,23.670151385562278,2,3,Prepaid,0,0
CUST_032952,45.0,,479.4059625147834,36.29524544595631,1,5,Postpaid,0,0
CUST_046564,22.0,Other,106.22696846484949,22.044206642491684,2,2,postpaid,1,0
CUST_026828,57.0,Female,164.5747062458143,20.35677253411398,3,5,Postpaid,0,0
CUST_028899,26.0,Female,69.3417585943489,14.027559435442328,1,4,Prepaid,0,0
CUST_028762,21.0,Male,55.3898542268009,34.71006166296294,3,4,PREPAID,0,0
CUST_040492,40.0,Female,59.1947662128693,10.676235499925676,4,2,Postpaid,1,1
CUST_045232,22.0,Male,382.90275707898417,25.68754082761441,3,1,Prepaid,0,0
CUST_024414,18.0,Male,10.487211936055765,14.082115900532873,2,0,prepaid,1,0
CUST_007408,50.0,Male,118.44523880881513,,1,2,prepaid,1,0
CUST_045208,33.0,Female,56.42373768386561,33.35663644661281,0,2,Prepaid,0,0
CUST_038903,68.0,Male,116.17918120933757,22.462844478396182,3,1,Postpaid,1,0
CUST_003155,24.0,M,371.92105722352767,5.772449055528822,1,3,prepaid,1,0
CUST_002758,28.0,Female,223.76935132446653,4.272448101341055,0,4,Postpaid,0,0
CUST_033735,54.0,Female,612.6385080779087,,5,2,Postpaid,1,0
CUST_006316,50.0,Male,1076.229791902898,1.0447857092280088,1,4,POSTPAID,1,0
CUST_046678,26.0,Male,89.68310077951939,13.739323888886098,1,3,Prepaid,0,0
CUST_040499,67.0,Female,96.63144808850086,17.839703015604595,0,2,Postpaid,0,0
CUST_045830,63.0,Male,457.93752176150736,25.943976034395284,0,2,Prepaid,0,0
CUST_027023,56.0,Male,15.292959289124939,0.0,0,6,postpaid,1,0
CUST_038772,40.0,Female,158.64640854423897,10.496496659526038,3,24,Postpaid,1,0
CUST_047957,32.0,Female,956.809442127873,25.078379717901704,2,1,PREPAID,0,0
CUST_022950,58.0,Female,224.5032009317685,27.509503761791112,1,2,Postpaid,0,0
CUST_047122,55.0,male,581.9825242712628,18.770802000730207,1,3,Postpaid,2,0
CUST_040088,39.0,Female,243.88541053611786,17.75892646131301,1,4,Postpaid,1,0
CUST_021600,20.0,Female,1429.1745602949268,22.061619431609287,4,3,Prepaid,2,1
CUST_004526,57.0,Male,144.12037247877652,20.62739368235991,1,2,Postpaid,1,1
CUST_038096,29.0,Male,61.363624369918256,17.959932459792068,1,1,Prepaid,0,0
CUST_000224,18.0,male,371.79295994451525,14.97017347975147,0,1,postpaid,0,0
CUST_020521,28.0,Female,260.90289329725414,12.228191803648793,1,4,Prepaid,0,0
CUST_031086,66.0,F,139.71091044591913,25.47279893238371,1,4,postpaid,1,0
CUST_041626,47.0,Female,84.60291342291421,0.0,0,2,Prepaid,1,0
CUST_004893,31.0,Female,92.12755983001968,26.939098192681644,0,5,postpaid,1,0
CUST_017514,47.0,Female,70.21150423802686,20.437136040601942,6,2,Postpaid,0,0
CUST_030448,26.0,female,77.02157681954179,33.4736639124324,1,4,Prepaid,0,0
CUST_012812,35.0,Female,86.61792517764799,24.715863361096453,2,2,Prepaid,1,0
CUST_001979,28.0,Female,130.7270865129236,4.614504471698135,6,1,Prepaid,0,1
CUST_029446,45.0,M,198.0789798129589,13.70405232702091,1,1,POSTPAID,1,1
CUST_020560,42.0,Male,344.0961689929919,13.057465997637268,1,2,PREPAID,2,0
CUST_009361,61.0,female,289.4187136115422,34.71782666893398,2,4,Prepaid,0,0
CUST_030219,38.0,Female,93.62724467942223,7.781044837672494,2,3,PREPAID,0,0
CUST_006532,46.0,Female,132.38289332207097,21.58763474141212,3,3,Prepaid,1,0
CUST_014254,51.0,Female,65.51822683305446,17.2494912917147,0,5,PREPAID,1,0
CUST_006531,48.0,Male,90.23005220150829,18.000991827107665,2,3,Postpaid,1,0
CUST_038326,64.0,Female,152.43097733684598,14.607994687172619,2,3,postpaid,1,0
CUST_018915,42.0,Female,611.560163537663,28.131978700339435,0,1,POSTPAID,1,0
CUST_003099,38.0,Male,1008.626030649543,12.728999224072242,0,5,Postpaid,1,0
CUST_035693,23.0,Male,-9.240758815558822,7.719346970796278,2,1,postpaid,3,0
CUST_012149,35.0,female,65.93079414766413,17.91473135842244,1,1,POSTPAID,0,0
CUST_046705,18.0,Male,17.022858887109216,13.970013277441957,1,2,prepaid,0,0
CUST_048198,76.0,Female,147.08219383427974,3.5665941321949095,3,6,postpaid,0,1
CUST_029354,31.0,Male,-61.80282795797982,2.9111567549021586,2,5,postpaid,1,0
CUST_034661,35.0,Female,53.565282079817905,17.7856695658676,4,1,POSTPAID,2,0
CUST_010199,59.0,Male,379.6637888298459,18.711850997789195,0,0,Prepaid,0,0
CUST_013177,36.0,Female,208.70152332181746,15.773635649376502,1,4,Postpaid,1,0
CUST_008512,48.0,Female,187.7398051525385,19.91754772769844,4,2,Prepaid,1,1
CUST_021020,56.0,Male,571.9659403499342,23.957662100294925,2,4,prepaid,0,1
CUST_023940,18.0,Female,820.2240028386303,23.903264281603427,2,4,Prepaid,2,0
CUST_049401,28.0,Male,0.3740279504730211,4.84767808071576,1,3,PREPAID,0,0
CUST_039929,53.0,Male,624.8643737259082,,1,4,PREPAID,0,0
CUST_007718,,Male,1040.6200221991178,11.499545238542089,2,4,Postpaid,1,0
CUST_016749,38.0,Male,256.0250432322147,8.328845467728412,1,5,POSTPAID,2,0
CUST_018808,56.0,Female,147.2369628468018,15.734935174274879,0,1,Postpaid,1,0
CUST_029984,36.0,Female,35.71941715926003,5.867845981079103,0,5,postpaid,0,1
CUST_020651,61.0,Female,-625.5191828319689,,1,3,postpaid,1,1
CUST_023788,56.0,Female,92.3507939904151,1.6567067978720225,1,4,Postpaid,2,0
CUST_045119,18.0,Male,257.9680303720343,27.963157587912484,1,4,POSTPAID,0,0
CUST_016886,68.0,Male,182.28951249872597,13.724197025819544,0,3,Prepaid,1,0
CUST_039218,25.0,Male,154.56495498454206,11.311684671332515,0,5,Postpaid,0,0
CUST_008163,51.0,Female,780.4024260350128,12.01282525802986,3,4,Prepaid,0,0
CUST_035936,,Male,773.8092159998987,8.346899538868765,1,6,Postpaid,1,0
CUST_024134,41.0,Male,333.4826643539521,,1,3,Prepaid,2,0
CUST_002134,48.0,Female,368.48824807633724,11.039597629360049,2,2,POSTPAID,0,0
CUST_043248,33.0,Female,32.9585711677118,3.427805523930129,4,1,Prepaid,1,1
CUST_012943,27.0,F,60.967961051841094,4.81667576742657,3,2,postpaid,0,1
CUST_012802,24.0,Male,269.33318578321825,,1,0,Prepaid,1,0
CUST_030886,54.0,Male,257.40666492571535,27.242623032208577,2,5,Postpaid,0,0
CUST_049592,63.0,Male,513.9507529130165,29.62962177506494,2,2,postpaid,1,0
CUST_040446,53.0,Male,38.31586619138597,28.635088491673443,1,4,PREPAID,1,0
CUST_040262,28.0,Female,72.35632823278881,,0,5,Prepaid,0,0
CUST_033457,30.0,Male,1.7478200154180143,11.768390792247136,1,6,postpaid,2,1
CUST_039172,36.0,M,603.3177880724188,0.0,1,2,Prepaid,0,0
CUST_041591,62.0,F,870.5896103496267,7.285814710272075,2,0,Prepaid,2,0
CUST_006503,46.0,Male,141.0203307125745,29.158502668828127,4,3,prepaid,2,0
CUST_048495,85.0,Female,134.29794186742203,19.02803244179792,2,2,Postpaid,1,0
CUST_010342,29.0,Male,129.82691985385364,21.635734874391424,1,3,POSTPAID,0,0
CUST_039486,35.0,Female,581.0347644703784,14.171381001534789,4,3,PREPAID,0,0
CUST_035644,34.0,male,750.285424375729,19.003293159366116,1,6,POSTPAID,0,0
CUST_014050,25.0,Female,98.90395904049892,0.0,4,4,prepaid,2,0
CUST_006465,21.0,Male,6.283686075615476,15.677597093700246,2,1,Prepaid,0,0
CUST_045493,34.0,Male,12.417921787126378,11.637975970734274,0,3,Postpaid,0,1
CUST_005960,,Male,578.0607700492347,0.0,2,0,Prepaid,0,1
CUST_037106,34.0,Female,1222.2097465094328,8.753324063128412,1,2,POSTPAID,1,0
CUST_013124,39.0,Female,514.1528994056482,22.72303458747359,1,1,Postpaid,0,0
CUST_023985,19.0,Male,523.5253227884231,3.626523515432469,1,24,Postpaid,1,0
CUST_023992,47.0,Female,723.479869554282,15.799942680009542,1,5,postpaid,0,0
CUST_045669,43.0,Female,81.60730303589786,9.71664999924206,2,1,postpaid,2,0
CUST_030396,56.0,Male,203.79427064140913,15.043330894808923,1,0,Postpaid,0,0
CUST_047420,,,133.70647098423873,11.952992585401343,3,1,Postpaid,1,0
CUST_008064,54.0,M,535.4643791060539,10.067186674176526,1,6,Prepaid,0,0
CUST_021012,37.0,Female,39.95727512975816,25.19135082336878,4,5,PREPAID,0,0
CUST_003704,27.0,Female,-34.191524769459036,12.701444152022898,3,1,prepaid,0,0
CUST_003058,43.0,Female,443.0318293587233,13.355298134968976,0,3,PREPAID,1,0
CUST_004899,50.0,Female,1235.789227341817,27.77963469162076,2,3,Prepaid,2,0
CUST_022008,52.0,Male,8.956153320612408,33.90032398671721,2,1,prepaid,0,0
CUST_032388,18.0,Male,76.32500617513882,13.948594205081337,2,2,POSTPAID,2,0
CUST_046776,62.0,Female,292.6868614599668,12.789905475267243,3,2,PREPAID,2,1
CUST_034971,18.0,Male,980.3820909938987,20.84448487597929,0,1,Prepaid,0,0
CUST_037729,,Male,118.27407188952841,9.915947114673692,1,3,POSTPAID,1,0
CUST_023088,36.0,Female,439.2206872613733,23.955715239496314,1,3,postpaid,1,0
CUST_032771,50.0,Female,327.99738197422374,7.456191184112333,1,2,Postpaid,2,0
CUST_025333,35.0,Female,584.4976432804782,18.191753661176882,1,3,Prepaid,1,0
CUST_032959,29.0,Female,76.41523643026684,24.543973883033452,1,5,postpaid,0,0
CUST_014537,43.0,Male,41.65183676775313,6.932527821263392,4,10,Prepaid,1,0
CUST_001774,42.0,Female,260.8029882806874,22.125378656549856,2,2,Prepaid,2,0
CUST_010738,24.0,male,170.10687300705015,12.039470858903334,1,2,Prepaid,0,0
CUST_010350,36.0,F,216.06988016165263,13.805075932175539,1,4,prepaid,1,0
CUST_023749,51.0,Male,464.4351478912505,18.191861144350028,3,2,Postpaid,0,0
CUST_046260,43.0,male,63.87976087500443,9.211904491192922,1,1,Postpaid,0,1
CUST_019217,71.0,Female,166.89945594638274,2.651478678714387,1,2,POSTPAID,1,0
CUST_033318,24.0,Male,86.82987627201861,4.947171507434373,1,2,postpaid,0,0
CUST_035120,25.0,F,16.4826951818666,29.79023597407092,2,3,Prepaid,1,0
CUST_042444,63.0,female,30.877887205589918,0.0,1,3,Postpaid,0,0
CUST_002708,40.0,Female,69.42555400651185,11.16624041935288,3,3,Postpaid,0,0
CUST_031313,50.0,Female,323.29097719080715,0.20372404396957933,1,5,PREPAID,0,0
CUST_019244,48.0,Female,424.333013235437,2.3325276288743595,2,4,Postpaid,1,0
CUST_025430,51.0,Male,128.54873571731258,24.976417999586204,0,1,POSTPAID,0,0
CUST_005793,44.0,Female,97.0729789722039,10.437842791392283,3,2,Prepaid,0,0
CUST_037604,29.0,Female,20.700677624139136,7.398712659588166,4,2,Prepaid,0,0
CUST_022896,56.0,Male,410.1864991416363,9.302669129917732,3,1,Prepaid,1,0
CUST_008378,26.0,Female,66.63229472837901,7.969597596436051,1,2,Prepaid,0,0
CUST_033538,37.0,Female,26.46383924920643,,0,2,Postpaid,0,0
CUST_036414,30.0,M,210.5495006232927,27.458883438233137,2,4,POSTPAID,0,0
CUST_041688,57.0,Male,8.235789180638006,17.2620925124964,2,3,Prepaid,0,1
CUST_030447,30.0,Male,773.8987494069553,,4,3,prepaid,2,0
CUST_048725,18.0,Female,540.92600152621,6.1344315213507485,1,5,Prepaid,1,0
CUST_023847,26.0,Female,922.903861747849,32.127610688846836,0,1,postpaid,4,0
CUST_043814,27.0,Male,29.824310755692334,18.669470841437775,2,3,Postpaid,1,1
CUST_030139,18.0,Female,310.6804130532013,15.832663586376322,0,4,POSTPAID,0,0
CUST_006944,,male,79.9718141468831,25.097328515973487,3,3,Postpaid,0,0
CUST_048068,33.0,Female,110.13565465123543,8.95980722350702,1,5,Postpaid,2,0
CUST_010798,46.0,Female,64.89301644059026,14.49030549860957,2,3,Prepaid,1,1
CUST_027278,51.0,M,153.94507158783045,17.539249578876316,2,4,Prepaid,1,0
CUST_008391,45.0,Male,353.4017493087965,24.99634456691175,2,1,prepaid,1,0
CUST_041176,42.0,Male,209.8428869160801,,1,1,prepaid,1,0
CUST_012828,18.0,Male,192.61087393735596,18.304696379267575,2,1,PREPAID,0,0
CUST_021306,21.0,M,42.079989544771486,11.563931497309568,4,22,Prepaid,0,1
CUST_027766,64.0,Female,550.2906050132253,17.887427881009575,0,3,Prepaid,1,1
CUST_024405,63.0,Male,220.8207330311536,13.324834790063266,1,1,Postpaid,0,0
CUST_027428,35.0,Female,1561.4353480966038,30.801951518570263,1,6,Postpaid,1,0
CUST_006574,32.0,Male,49.26139626043493,11.971404367050173,3,2,PREPAID,0,0
CUST_039966,42.0,Female,610.305420261721,6.520813900825496,1,2,postpaid,1,0
CUST_029357,34.0,Male,477.82507705324787,14.62874028140883,3,5,Postpaid,0,0
CUST_022005,54.0,Male,283.17687174812124,16.2223810234258,0,2,Prepaid,1,0
CUST_030262,41.0,male,215.07999950213724,19.480504774347835,3,2,Postpaid,0,0
CUST_002003,28.0,Male,390.1810401994089,13.005847979061414,1,2,postpaid,0,0
CUST_012128,51.0,Male,761.1758405602961,0.8222594438121718,1,1,Prepaid,0,0
CUST_037942,23.0,Male,49.30658244921981,8.331222877648644,3,2,prepaid,1,1
CUST_019905,47.0,Male,871.790736356707,10.16717267089419,1,1,PREPAID,0,0
CUST_033243,54.0,Female,508.32906399737595,17.51723894901138,0,3,Postpaid,1,0
CUST_016900,62.0,Male,99.15729375660202,6.914092087719363,6,5,PREPAID,0,1
CUST_047642,40.0,Male,101.9463558277166,18.345869858537093,3,4,Prepaid,1,0
CUST_031193,74.0,Female,352.8335784221428,21.102459285819954,1,3,prepaid,0,0
CUST_033893,26.0,M,369.14495090076076,30.20819919485259,1,1,Postpaid,3,1
CUST_022185,42.0,Male,235.49752404025242,18.115429942167445,1,6,Prepaid,0,1
CUST_008345,18.0,Female,919.3039824334431,26.161490271944803,3,3,Prepaid,0,0
CUST_020438,20.0,Female,131.562188704087,24.90696622266285,1,5,Postpaid,1,0
CUST_031420,35.0,Male,194.09463608047628,14.880615054858628,1,6,Prepaid,2,0
CUST_034549,40.0,Female,3.2140452975951317,,3,4,postpaid,2,0
CUST_009720,30.0,Female,521.3363613955052,18.27310130202757,3,2,Prepaid,0,1
CUST_039860,41.0,Male,61.46294944792503,17.06963532110171,0,6,Postpaid,1,0
CUST_032762,58.0,F,513.6329604302134,12.93819779483636,0,3,Prepaid,0,0
CUST_002779,39.0,Male,213.2651798342177,12.890762725442901,2,1,Postpaid,0,0
CUST_010849,35.0,Male,501.9531090430357,28.892577667491302,0,4,POSTPAID,0,0
CUST_019538,29.0,Female,1388.9390545220683,4.1495228248102904,1,3,Prepaid,0,1
CUST_029162,36.0,M,207.18536757463812,26.686739392428823,3,2,Postpaid,0,0
CUST_019426,40.0,Female,94.80753726358473,22.52794324741882,2,1,prepaid,0,0
CUST_027631,54.0,Male,453.2586730539817,12.686086884653829,0,2,Prepaid,0,0
CUST_008675,34.0,male,1623.3793108809061,26.47743206181524,0,4,Prepaid,1,0
CUST_010881,27.0,Female,528.6832426602513,0.0,1,1,Postpaid,1,0
CUST_037354,50.0,female,39.27884565554119,22.801575709534738,2,5,Postpaid,1,0
CUST_048240,21.0,F,162.89718505607362,,1,4,Prepaid,3,0
CUST_043478,51.0,Male,107.4040228733818,,2,2,POSTPAID,3,0
CUST_043913,52.0,Male,522.5239991383816,25.066139686980563,0,6,PREPAID,1,0
CUST_023849,47.0,Female,54.76104757627175,0.0,0,3,prepaid,0,0
CUST_001487,18.0,Male,64.47708987422403,5.5550309758230565,1,0,Postpaid,2,0
CUST_049046,44.0,Male,219.8411800822783,4.321078008981081,2,2,Postpaid,1,0
CUST_048028,20.0,Female,198.13024293333507,18.673212079564045,2,1,Postpaid,0,0
CUST_033989,55.0,Male,2668.4121377001316,12.6158721033001,4,4,postpaid,2,1
CUST_018260,53.0,Male,0.30674932746975825,0.0,2,4,Postpaid,0,0
CUST_008859,18.0,male,164.06969364220038,9.138658038046309,2,3,Prepaid,0,0
CUST_001139,48.0,Male,211.12750692947648,,1,1,Postpaid,2,0
CUST_036051,18.0,M,719.8889848387025,0.0,1,2,Prepaid,0,0
CUST_038728,48.0,Male,226.18287080653607,,0,8,Postpaid,1,0
CUST_049315,46.0,Female,726.8587776931627,13.374664073275895,1,3,Prepaid,1,1
CUST_032130,61.0,Female,21.391393425896073,19.703808631397017,3,3,prepaid,1,0
CUST_048486,37.0,,-112.15157488524798,25.745415770970823,2,3,Postpaid,1,0
CUST_014604,47.0,Male,656.1072409828962,0.0,1,2,Postpaid,0,0
CUST_004843,50.0,Female,369.20873376222966,16.405989544669655,3,5,POSTPAID,1,0
CUST_040451,48.0,Female,202.8431071585774,0.0,0,1,postpaid,1,0
CUST_033362,42.0,Female,5.8804687026054,14.050763645548825,2,2,postpaid,1,1
CUST_011375,23.0,Male,686.8682194427911,13.970980348507727,3,2,Postpaid,1,1
CUST_029268,29.0,Male,133.1048363289746,7.087871190484823,0,3,PREPAID,1,0
CUST_041429,23.0,Female,903.4932469948726,0.0,2,3,Postpaid,1,0
CUST_008605,49.0,Female,205.3699680747806,15.36121221413785,1,2,Prepaid,1,0
CUST_027467,52.0,Female,237.8743516722278,0.0,1,2,Postpaid,1,0
CUST_017130,18.0,Female,643.1985211644211,12.130284714910308,1,2,Postpaid,4,0
CUST_008578,25.0,Male,53.88505544916301,22.12555107271328,1,1,Postpaid,1,1
CUST_041576,54.0,Other,713.8457736210074,12.138043859519463,2,4,prepaid,0,0
CUST_021301,37.0,Female,323.5425734978489,25.972172909833112,0,2,PREPAID,0,0
